iter	RMSE
238	0.0001767682949
239	0.0001767177011
240	0.0001766931363
241	0.0001766807215
242	0.0001766742433
243	0.0001766707812
244	0.0001766702712
245	0.0001766685341
246	0.0001766676307
247	0.0001766675338
248	0.0001766675081
249	0.0001766670471
250	0.0001766668185
251	0.0001430389441
252	0.00014227952
253	0.0001411421266
254	0.0001405414987
255	0.0001403924489
256	0.0001401260539
257	0.0001164727548
258	0.0001156606951
259	0.0001140620308
260	0.0001132293855
261	0.0001127859732
262	0.0001125457615
263	0.0001124815964
264	0.0001124522208
265	0.0001124373772
266	0.0001124294478
267	9.293925205e-05
268	9.149998757e-05
269	9.07282211e-05
270	9.030850961e-05
271	9.00778082e-05
272	8.995003024e-05
273	8.987888652e-05
274	8.983913559e-05
275	8.981687316e-05
276	7.204433613e-05
277	7.144549999e-05
278	7.111611383e-05
279	7.093365388e-05
280	5.557949909e-05
281	4.748574774e-05
282	4.63291671e-05
283	4.569770215e-05
284	4.535023775e-05
285	3.401267831e-05
286	3.386835545e-05
287	2.851660299e-05
288	2.795689236e-05
289	2.076494479e-05
290	2.064184739e-05
291	2.057551564e-05
292	2.05392762e-05
293	2.051928367e-05
294	1.684355687e-05
295	1.661783849e-05
296	1.649398845e-05
297	1.642552971e-05
298	1.638747956e-05
299	1.637117756e-05
300	1.635678036e-05
301	1.635177191e-05
302	1.634598935e-05
303	1.63444051e-05
304	1.634196416e-05
305	1.333719001e-05
306	1.318003304e-05
307	9.885024783e-06
308	9.849849911e-06
309	9.831756658e-06
310	9.822001942e-06
311	9.816620058e-06
312	9.778742599e-06
313	9.760218203e-06
314	9.750808322e-06
315	9.749719304e-06
316	9.745098638e-06
317	7.801337532e-06
318	7.762256042e-06
319	7.716855252e-06
320	7.692528651e-06
321	7.679290349e-06
322	7.672006467e-06
323	7.667968448e-06
324	7.665718527e-06
325	7.664460723e-06
326	7.663962863e-06
327	7.663462818e-06
328	7.663321939e-06
329	7.66310508e-06
330	7.663061713e-06
331	7.663039867e-06
332	7.663028216e-06
333	7.662941994e-06
334	7.662899787e-06
335	7.662878312e-06
336	7.662867049e-06
337	7.662861006e-06
338	7.662857712e-06
339	6.20529405e-06
340	6.142736227e-06
341	6.108332654e-06
342	5.171717532e-06
343	5.119232758e-06
344	5.029162144e-06
345	5.011619865e-06
346	5.002305168e-06
347	3.787757157e-06
348	3.775357338e-06
349	3.768644104e-06
350	3.027407449e-06
351	2.997421725e-06
352	2.981432209e-06
353	2.518975955e-06
354	2.465732063e-06
355	2.436773146e-06
356	2.429142802e-06
357	2.416122495e-06
358	2.409244368e-06
359	2.407781529e-06
360	2.404603315e-06
361	2.402946969e-06
362	2.402062757e-06
363	2.401877539e-06
364	2.401462264e-06
365	2.401408921e-06
366	2.401208128e-06
367	2.401105595e-06
368	2.401093233e-06
369	2.401042813e-06
370	2.401038944e-06
371	2.401014013e-06
372	2.401001444e-06
373	2.4009949e-06
374	1.946764983e-06
375	1.936397919e-06
376	1.930957067e-06
377	1.916973692e-06
378	1.915113058e-06
379	1.914137337e-06
380	1.9136062e-06
381	1.913311853e-06
382	1.434793853e-06
383	1.077146677e-06
384	8.985503732e-07
385	8.79937746e-07
386	8.778498935e-07
387	8.686251915e-07
388	8.638994003e-07
389	8.63379123e-07
390	8.610304154e-07
391	8.59829211e-07
392	6.823867504e-07
393	6.779190781e-07
394	6.7542244e-07
395	6.743282719e-07
396	6.733898508e-07
397	6.730552713e-07
398	6.726802744e-07
399	6.724801693e-07
400	6.723715154e-07
401	6.723347743e-07
402	6.722899065e-07
403	6.722659655e-07
404	6.722529652e-07
405	6.722458207e-07
406	6.722418624e-07
407	6.722396583e-07
408	5.439595627e-07
409	4.019911196e-07
410	4.016730325e-07
411	4.015469012e-07
412	3.242293396e-07
413	3.210040186e-07
414	3.201097885e-07
415	3.187237387e-07
416	3.179961311e-07
417	3.176058347e-07
418	3.174994172e-07
419	3.173277353e-07
420	3.172953488e-07
421	2.537667187e-07
422	2.525626117e-07
423	2.511104334e-07
424	2.507347746e-07
425	2.501038473e-07
426	2.497742644e-07
427	2.495980529e-07
428	1.988161545e-07
429	1.9799113e-07
430	1.969241426e-07
431	1.963557354e-07
432	1.960476566e-07
433	1.958786074e-07
434	1.957850589e-07
435	1.56401869e-07
436	1.552184164e-07
437	1.545659165e-07
438	1.542038698e-07
439	1.540703982e-07
440	1.540052838e-07
441	1.538829708e-07
442	1.538195986e-07
443	1.230463929e-07
444	1.220958111e-07
445	1.215692279e-07
446	9.426481998e-08
447	9.394903263e-08
448	9.377275401e-08
449	9.367410643e-08
450	9.361880862e-08
451	9.358777392e-08
452	9.357530834e-08
453	9.356301439e-08
454	9.355631079e-08
455	9.3552617e-08
456	9.355141406e-08
457	9.355086166e-08
458	9.355058263e-08
459	9.355043308e-08
460	9.354921316e-08
461	9.354861784e-08
462	9.354857226e-08
463	9.354828045e-08
464	9.354826453e-08
465	9.354812022e-08
466	9.354804841e-08
467	7.58174382e-08
468	7.541469022e-08
469	5.642638401e-08
470	5.632968971e-08
471	5.628737178e-08
472	5.626604652e-08
473	5.625763521e-08
474	5.625338686e-08
475	5.625117111e-08
476	5.624998802e-08
477	5.624934472e-08
478	5.624899099e-08
479	5.624879557e-08
480	4.218660294e-08
481	4.21865201e-08
482	4.21864715e-08
483	4.218644533e-08
484	4.218643124e-08
485	3.418056388e-08
486	3.383239487e-08
487	3.364090365e-08
488	2.848880467e-08
489	2.787838438e-08
490	2.451748673e-08
491	1.679090922e-08
492	1.649100333e-08
493	1.636114124e-08
494	1.630253196e-08
495	1.627484111e-08
496	1.219982248e-08
497	1.219233317e-08
498	1.218864099e-08
499	1.21867518e-08
500	9.796153921e-09
501	8.518483274e-09
502	5.888959436e-09
503	5.812525423e-09
504	5.779893359e-09
505	4.505618944e-09
506	4.487123054e-09
507	4.477338628e-09
508	4.473332478e-09
509	4.471454918e-09
510	4.467919163e-09
511	4.466080813e-09
512	4.465100997e-09
513	4.464570488e-09
514	4.464279438e-09
515	4.464117921e-09
516	4.464027988e-09
517	4.463977731e-09
518	4.463949581e-09
519	4.463933161e-09
520	4.463924921e-09
521	4.463919939e-09
522	4.463917767e-09
523	4.463916701e-09
524	3.614666427e-09
525	3.578263855e-09
526	3.558242757e-09
527	3.547154004e-09
528	3.540982242e-09
529	3.53753493e-09
530	2.920426796e-09
531	2.878668033e-09
532	2.855711835e-09
533	2.843007378e-09
534	2.395899314e-09
535	2.150350445e-09
536	2.051766723e-09
537	1.864405327e-09
538	1.398304567e-09
539	9.373106668e-10
540	9.251310836e-10
541	9.200043042e-10
542	8.93670113e-10
543	6.675409812e-10
544	6.593375234e-10
545	6.554027636e-10
546	6.55252709e-10
547	6.533038566e-10
548	6.523329211e-10
549	6.5183355e-10
550	6.515682162e-10
551	6.51532513e-10
552	6.51523185e-10
553	6.513896558e-10
554	6.5132342e-10
555	6.513186064e-10
556	6.512849849e-10
557	5.294156432e-10
558	5.236274907e-10
559	4.506347703e-10
560	4.102522229e-10
561	3.88026901e-10
562	2.686453818e-10
563	2.34304182e-10
564	2.250259306e-10
565	2.024436135e-10
566	1.991975182e-10
567	1.906354784e-10
568	1.862732211e-10
569	1.840027618e-10
570	1.827955347e-10
571	1.404698245e-10
572	1.401447963e-10
573	1.399810188e-10
574	1.398347376e-10
575	1.397558481e-10
576	1.397268544e-10
577	1.397118049e-10
578	1.396873459e-10
579	1.396749813e-10
580	1.124718377e-10
581	1.114646176e-10
582	1.109093042e-10
583	1.106010902e-10
584	9.246781684e-11
585	9.084174919e-11
586	8.994903796e-11
587	8.945570775e-11
588	6.895226537e-11
589	6.876504195e-11
590	6.866103339e-11
591	5.423398992e-11
592	5.391832021e-11
593	5.374377242e-11
594	5.364730271e-11
595	4.227352133e-11
596	4.204385128e-11
597	4.19164592e-11
598	4.187127115e-11
599	4.181833984e-11
600	4.180560681e-11
601	4.178261807e-11
602	4.177903727e-11
603	4.176855398e-11
604	4.176716556e-11
605	3.354894877e-11
606	3.326602127e-11
607	3.316649104e-11
608	3.311643445e-11
609	3.301984852e-11
610	3.296935633e-11
611	3.294354925e-11
612	3.293718141e-11
613	3.292465108e-11
614	3.292206781e-11
615	3.291652418e-11
616	3.291368582e-11
617	3.291281905e-11
618	3.291201193e-11
619	2.67406139e-11
620	2.645255327e-11
621	1.996641275e-11
622	1.994402823e-11
623	1.993173462e-11
624	1.636731225e-11
625	1.615624719e-11
626	1.603938457e-11
627	1.5974372e-11
628	1.593809474e-11
629	1.591780031e-11
630	1.590642159e-11
631	1.589940977e-11
632	1.589582501e-11
633	1.589318049e-11
634	1.29639744e-11
635	1.288656699e-11
636	9.593798138e-12
637	9.576575358e-12
638	9.569594357e-12
639	9.566464985e-12
640	9.565073371e-12
641	7.764655264e-12
642	7.683561313e-12
643	7.654211e-12
644	7.638747296e-12
645	7.611258794e-12
646	7.597671879e-12
647	7.590764944e-12
648	7.589552876e-12
649	7.586169249e-12
650	7.584394355e-12
651	5.687999783e-12
652	5.688115636e-12
653	5.687841356e-12
654	5.687690798e-12
655	5.687657225e-12
656	5.687015511e-12
657	5.68701194e-12
658	5.687572398e-12
659	5.687538794e-12
660	5.688164768e-12
661	5.687535422e-12
662	5.686891085e-12
663	5.686883195e-12
664	5.686254445e-12
665	5.685622576e-12
666	5.684994067e-12
667	5.685620706e-12
668	4.604660031e-12
669	4.55756076e-12
670	3.448119946e-12
671	3.44448751e-12
672	2.58273531e-12
673	2.580967059e-12
674	2.580706591e-12
675	2.579478175e-12
676	2.579143414e-12
677	2.579645922e-12
678	2.578882374e-12
679	2.039876739e-12
680	2.022560672e-12
681	2.013287824e-12
682	2.008140106e-12
683	2.00461905e-12
684	2.003633565e-12
685	2.003211732e-12
686	2.003111837e-12
687	2.003093315e-12
688	2.001697523e-12
689	2.002317438e-12
690	2.002574366e-12
691	2.002384459e-12
692	2.001661635e-12
693	2.001651336e-12
694	2.002278246e-12
695	1.617144089e-12
696	1.602438179e-12
697	1.593970643e-12
698	1.591536626e-12
699	1.58743836e-12
700	1.586194814e-12
701	1.585799539e-12
702	1.584616376e-12
703	1.585052282e-12
704	1.585587315e-12
705	1.584761715e-12
706	1.584031694e-12
707	1.583975464e-12
708	1.584573438e-12
709	1.583938439e-12
710	1.583933754e-12
711	1.583931408e-12
712	1.584548386e-12
713	1.585175424e-12
714	1.58517451e-12
715	1.584542603e-12
716	1.583912109e-12
717	1.583911716e-12
718	1.583911362e-12
719	1.583911342e-12
720	1.583910782e-12
721	1.283099404e-12
722	1.269884588e-12
723	1.265808384e-12
724	1.260794783e-12
725	1.258421417e-12
726	9.435146423e-13
727	9.429260098e-13
728	9.416333398e-13
729	9.412643398e-13
730	7.061426903e-13
731	7.06087669e-13
732	7.054411613e-13
733	7.05368445e-13
734	5.678393117e-13
735	4.226380497e-13
736	4.212817595e-13
737	4.205684988e-13
738	4.188631353e-13
739	4.186423587e-13
740	4.178445411e-13
741	4.183952765e-13
742	4.18025861e-13
743	4.186348213e-13
744	4.19090369e-13
745	4.184536623e-13
746	4.183630459e-13
747	4.176916351e-13
748	4.170596496e-13
749	4.17668912e-13
750	4.182865989e-13
751	4.182806464e-13
752	3.377157014e-13
753	2.496561801e-13
754	2.500936991e-13
755	2.500191686e-13
756	1.8845103e-13
757	1.878048819e-13
758	1.871660852e-13
759	1.871625289e-13
760	1.871609483e-13
761	1.871600593e-13
762	1.871593678e-13
763	1.871594995e-13
764	1.871598946e-13
765	1.871598946e-13
766	1.871598946e-13
767	1.871605532e-13
768	1.871598946e-13
769	1.406811605e-13
770	1.406811605e-13
771	1.406811605e-13
772	1.406811605e-13
773	1.137549594e-13
774	1.125890958e-13
775	1.1257333e-13
776	1.122344877e-13
777	1.127219229e-13
778	1.119584921e-13
779	8.914143761e-14
780	8.923458568e-14
781	8.956355689e-14
782	8.881895219e-14
783	8.874703703e-14
784	8.928567906e-14
785	8.924121566e-14
786	8.921773226e-14
787	8.92056428e-14
788	8.919790469e-14
789	8.919431177e-14
790	8.919230796e-14
791	8.919320622e-14
792	8.919147878e-14
793	8.919286074e-14
794	8.919479544e-14
795	8.919286074e-14
796	8.919147878e-14
797	8.919147878e-14
798	8.919147878e-14
799	8.919147878e-14
800	7.182070417e-14
801	6.214006638e-14
802	6.180383327e-14
803	5.964119742e-14
804	5.990967541e-14
805	4.421768967e-14
806	4.467913212e-14
807	4.40092463e-14
808	4.399678113e-14
809	4.399453983e-14
810	4.398781523e-14
811	4.398781523e-14
812	4.399075737e-14
813	4.398613392e-14
814	4.39833316e-14
815	4.39833316e-14
816	4.398613392e-14
817	4.39833316e-14
818	4.398613392e-14
819	4.399005688e-14
820	3.615050516e-14
821	3.510973899e-14
822	3.49965121e-14
823	3.417251321e-14
824	3.411999131e-14
825	3.408167697e-14
826	3.402140743e-14
827	3.399023536e-14
828	3.39662932e-14
829	3.396502307e-14
830	3.396411581e-14
831	3.396411581e-14
832	3.394959626e-14
833	3.394451295e-14
834	3.394959626e-14
835	3.394451295e-14
836	3.394088155e-14
837	3.394451295e-14
838	3.394088155e-14
839	3.394088155e-14
840	3.394451295e-14
841	3.394959626e-14
842	3.394451295e-14
843	3.394088155e-14
844	3.394088155e-14
845	3.394088155e-14
846	2.576195917e-14
847	2.576195917e-14
848	2.576195917e-14
849	2.576195917e-14
850	2.576195917e-14
851	2.576195917e-14
852	2.576195917e-14
853	2.576195917e-14
854	2.19209312e-14
855	2.169342835e-14
856	2.155663186e-14
857	2.148790703e-14
858	2.144225553e-14
859	2.142270192e-14
860	1.765917825e-14
861	1.672166897e-14
862	1.656875357e-14
863	1.648522314e-14
864	1.643167584e-14
865	1.64091564e-14
866	1.269009686e-14
867	1.009265398e-14
868	1.006819876e-14
869	1.006391299e-14
870	1.006085061e-14
871	7.552781223e-15
872	7.552781223e-15
873	7.552781223e-15
874	7.552781223e-15
875	7.552781223e-15
876	5.925929145e-15
877	5.808281127e-15
878	5.782759446e-15
879	5.743191325e-15
880	5.714144372e-15
881	5.708749088e-15
882	5.708749088e-15
883	5.708749088e-15
884	5.708749088e-15
885	5.708749088e-15
886	5.708749088e-15
887	5.708749088e-15
888	5.708749088e-15
889	5.221590279e-15
890	5.145497462e-15
891	5.087681049e-15
892	5.054868718e-15
893	5.048768959e-15
894	5.048768959e-15
895	5.048768959e-15
896	5.048768959e-15
897	4.577566799e-15
898	4.512479597e-15
899	4.475452091e-15
900	4.468561476e-15
901	4.451980486e-15
902	4.446439749e-15
903	4.446439749e-15
904	4.446439749e-15
905	4.446439749e-15
906	4.451980486e-15
907	4.451980486e-15
908	4.451980486e-15
909	4.451980486e-15
910	4.451980486e-15
911	4.468561476e-15
912	4.468561476e-15
913	4.468561476e-15
914	4.468561476e-15
915	4.468561476e-15
916	4.083749818e-15
917	4.130268402e-15
918	4.076197102e-15
919	4.03364056e-15
920	4.076197102e-15
921	4.03364056e-15
922	3.984447982e-15
923	3.984447982e-15
924	3.984447982e-15
925	3.984447982e-15
926	4.002966042e-15
927	4.002966042e-15
928	4.03364056e-15
929	4.076197102e-15
930	4.03364056e-15
931	4.002966042e-15
932	4.03364056e-15
933	4.002966042e-15
934	4.03364056e-15
935	4.002966042e-15
936	4.002966042e-15
937	4.002966042e-15
938	4.03364056e-15
939	4.076197102e-15
940	4.03364056e-15
941	4.002966042e-15
942	4.03364056e-15
943	4.076197102e-15
944	4.03364056e-15
945	4.002966042e-15
946	4.010656666e-15
947	3.996802889e-15
948	3.985994439e-15
949	3.978256139e-15
950	3.978256139e-15
951	3.978256139e-15
952	3.978256139e-15
953	3.978256139e-15
954	3.984447982e-15
955	3.984447982e-15
956	4.002966042e-15
957	4.002966042e-15
958	4.083749818e-15
959	4.130268402e-15
960	4.076197102e-15
961	4.03364056e-15
962	4.002966042e-15
963	4.002966042e-15
964	4.03364056e-15
965	4.002966042e-15
966	4.002966042e-15
967	4.03364056e-15
968	4.076197102e-15
969	4.03364056e-15
970	4.002966042e-15
971	4.002966042e-15
972	4.03364056e-15
973	4.002966042e-15
974	4.002966042e-15
975	4.03364056e-15
976	4.002966042e-15
977	4.002966042e-15
978	4.03364056e-15
979	4.002966042e-15
980	4.002966042e-15
981	4.002966042e-15
982	4.002966042e-15
983	3.978256139e-15
984	3.978256139e-15
985	3.978256139e-15
986	4.002966042e-15
987	3.992174279e-15
988	3.978256139e-15
989	3.978256139e-15
990	3.978256139e-15
991	3.984447982e-15
992	3.984447982e-15
993	4.002966042e-15
994	4.03364056e-15
995	4.076197102e-15
996	4.130268402e-15
997	4.076197102e-15
998	4.03364056e-15
999	4.002966042e-15
